material_id,icsd_ids,tags,pseudo_potential,pretty_formula,elements,nelements,spacegroup,structure,energy,energy_per_atom,formation_energy_per_atom,final_energy_per_atom,e_above_hull,density,band_gap,total_magnetization,oxide_type,synthesis,orbital0,atomic_number0,atomic_radius0,atomic_radius_rahm0,atomic_weight0,boiling_point0,covalent_radius_pyykko0,density0,dipole_polarizability0,electron_affinity0,electrons0,en_pauling0,evaporation_heat0,fusion_heat0,glawe_number0,group0,heat_of_formation0,ionic_radii0,lattice_constant0,mass_number0,melting_point0,metallic_radius0,neutrons0,period0,proton_affinity0,protons0,oxistates0,series,specific_heat0,thermal_conductivity0,vdw_radius0,orbital1,atomic_number1,atomic_radius1,atomic_radius_rahm1,atomic_weight1,boiling_point1,covalent_radius_pyykko1,density1,dipole_polarizability1,electron_affinity1,electrons1,en_pauling1,evaporation_heat1,fusion_heat1,glawe_number1,group1,heat_of_formation1,ionic_radii1,lattice_constant1,mass_number1,melting_point1,metallic_radius1,neutrons1,period1,proton_affinity1,protons1,oxistates1,specific_heat1,thermal_conductivity1,vdw_radius1,orbital2,atomic_number2,atomic_radius2,atomic_radius_rahm2,atomic_weight2,boiling_point2,covalent_radius_pyykko2,density2,dipole_polarizability2,electron_affinity2,electrons2,en_pauling2,evaporation_heat2,fusion_heat2,glawe_number2,group2,heat_of_formation2,ionic_radii2,lattice_constant2,mass_number2,melting_point2,metallic_radius2,neutrons2,period2,proton_affinity2,protons2,oxistates2,specific_heat2,thermal_conductivity2,vdw_radius2
mp-849761,[],[],"{'functional': 'PBE', 'labels': ['Ga_d', 'Bi', 'O'], 'pot_type': 'paw'}",GaBi25O39,"['Bi', 'Ga', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P1', 'number': 1, 'point_group': '1', 'crystal_system': 'triclinic', 'hall': 'P 1'}","Full Formula (Ga1 Bi25 O39)
Reduced Formula: GaBi25O39
abc   :   8.942512   8.945115  14.567400
angles:  90.191782  90.086038 109.559183
Sites (65)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.500319  0.501739  0.500125         0
  1  Bi    0.56593   0.767681  0.9175           0
  2  Bi    0.234508  0.388827  0.908036        -0
  3  Bi    0.172435  0.492465  0.647118         0
  4  Bi    0.528937  0.829343  0.659599         0
  5  Bi    0.332409  0.024675  0.830304         0
  6  Bi    0.992013  0.640484  0.841595         0
  7  Bi    0.734217  0.234806  0.929176         0
  8  Bi    0.579351  0.444629  0.744199         0
  9  Bi    0.242176  0.735571  0.43014          0
 10  Bi    0.082659  0.942353  0.249034        -0
 11  Bi    0.900462  0.730514  0.59427          0
 12  Bi    0.089854  0.275979  0.416488         0
 13  Bi    0.278704  0.08833   0.579651         0
 14  Bi    0.733394  0.900709  0.406522         0
 15  Bi    0.936732  0.090346  0.739738         0
 16  Bi    0.443724  0.579384  0.25718          0
 17  Bi    0.231422  0.735678  0.076263        -0
 18  Bi    0.73243   0.252602  0.565798         0
 19  Bi    0.653392  0.986671  0.155987        -0
 20  Bi    0.022685  0.326827  0.16708         -0
 21  Bi    0.486311  0.161555  0.347444         0
 22  Bi    0.830192  0.524683  0.337472         0
 23  Bi    0.981979  0.979307  0.984762         0
 24  Bi    0.39346   0.232657  0.096344         0
 25  Bi    0.772821  0.580939  0.085876         0
 26  O     0.998013  0.629927  0.999374        -0
 27  O     0.31647   0.702839  0.94275         -0
 28  O     0.043584  0.928506  0.692038        -0
 29  O     0.005727  0.222601  0.001221        -0
 30  O     0.060078  0.434459  0.823446        -0
 31  O     0.570198  0.926677  0.81057         -0
 32  O     0.222924  0.002843  0.004993        -0
 33  O     0.20487   0.821227  0.560836        -0
 34  O     0.426519  0.547568  0.810929        -0
 35  O     0.18375   0.184394  0.812969        -0
 36  O     0.496958  0.238401  0.88068         -0
 37  O     0.751489  0.514477  0.866693        -0
 38  O     0.02007   0.253508  0.629477        -0
 39  O     0.743811  0.005268  0.620427        -0
 40  O     0.117434  0.500454  0.500438        -0
 41  O     0.629667  0.998868  0.999482        -0
 42  O     0.691794  0.692259  0.690903        -0
 43  O     0.502159  0.71412   0.502885        -0
 44  O     0.391121  0.3976    0.606376        -0
 45  O     0.429711  0.077562  0.689589        -0
 46  O     0.559971  0.941269  0.321531        -0
 47  O     0.944724  0.559425  0.680369        -0
 48  O     0.075088  0.429732  0.310452        -0
 49  O     0.396605  0.395393  0.393698        -0
 50  O     0.711198  0.496581  0.503169        -0
 51  O     0.69236   0.691245  0.310731        -0
 52  O     0.501717  0.118408  0.500518        -0
 53  O     0.000789  0.737384  0.383577        -0
 54  O     0.251165  0.013721  0.372564        -0
 55  O     0.234257  0.49598   0.118331        -0
 56  O     0.506592  0.750562  0.131277        -0
 57  O     0.191296  0.191291  0.194051        -0
 58  O     0.822225  0.205886  0.439821        -0
 59  O     0.549074  0.428783  0.191703        -0
 60  O     0.893687  0.894616  0.115719         0
 61  O     0.928753  0.567488  0.191501        -0
 62  O     0.43734   0.059859  0.17991         -0
 63  O     0.70136   0.319642  0.059786        -0
 64  O     0.931291  0.048776  0.312267        -0",-373.39940817,-5.744606279538462,-1.6452765415769242,-5.744606279538462,0.02135646196153207,8.950114721352271,2.1910000000000007,0.0053764,oxide,solid state,2,31,130.0,233.0,69.723,2676.0,124.0,5.91,50.0,0.43,31,1.81,270.3,5.59,79,"<Group(symbol=IIIA, name=Boron group)>",271.96,54.666666666666664,4.51,69,302.93,125.0,38,4,,31,3.0,Nonmetals,0.372,28.1,187.0,2,83,4000.0,6250.0,5224.51,1883.0,3775.0,9.747,1200.0,0.942362,2075,1.9,172.0,11.0,2300,"<Group(symbol=VA, name=Pnictogens)>",5240.0,2450.0,118.75,5225,544.5,3775.0,3150,6,,2075,4.0,0.124,7.9,5174.999999999999,2,8,2340.0,6669.0,623.961,90.19,2457.0,1.149,206.7,1.4611135,312,3.44,3.4099,0.22259,3783,"<Group(symbol=VIA, name=Chalcogens)>",9719.931,5389.799999999999,266.37,624,54.8,,312,2,18922.8,312,-2.0,0.92,0.027,5928.0
mp-850062,[],[],"{'functional': 'PBE', 'labels': ['Li_sv', 'Ni_pv', 'O'], 'pot_type': 'paw'}",LiNiO2,"['Li', 'Ni', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}","Full Formula (Li5 Ni5 O10)
Reduced Formula: LiNiO2
abc   :   4.992097   5.813693   6.505780
angles: 102.983571  97.637168 105.761094
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0         0         0            0.011
  1  Li    0.20154   0.399321  0.39705      0.008
  2  Li    0.395188  0.795317  0.797153     0.006
  3  Li    0.604812  0.204683  0.202847     0.006
  4  Li    0.79846   0.600679  0.60295      0.008
  5  Ni    0.401228  0.302273  0.799527     1.631
  6  Ni    0.598772  0.697727  0.200473     1.631
  7  Ni    0.801425  0.101128  0.599901     1.2
  8  Ni    0         0.5       0            0.527
  9  Ni    0.198575  0.898872  0.400099     1.2
 10  O     0.90522   0.550768  0.276938    -0.084
 11  O     0.909764  0.038801  0.319159    -0.139
 12  O     0.09478   0.449232  0.723062    -0.084
 13  O     0.090236  0.961199  0.680841    -0.139
 14  O     0.284692  0.362622  0.089929    -0.078
 15  O     0.278018  0.824363  0.104752    -0.119
 16  O     0.512579  0.233547  0.50424     -0.094
 17  O     0.487421  0.766453  0.49576     -0.094
 18  O     0.721982  0.175637  0.895248    -0.119
 19  O     0.715308  0.637378  0.910071    -0.078",-98.12742954,-4.9063714769999995,-1.488876087833333,-4.9063714769999995,0.009001395500000342,4.679102823743937,0.0,0.9999829800000001,oxide,solid state,1,3,145.0,220.00000000000003,6.94,1118.15,133.0,0.534,164.1125,0.618049,3,0.98,148.0,2.89,12,"<Group(symbol=IA, name=Alkali metals)>",159.3,75.66666666666667,3.49,7,553.69,123.0,4,2,,3,1.0,Nonmetals,3.489,84.8,182.0,-1,28,135.0,229.0,58.6934,3005.0,110.00000000000001,8.902,49.0,1.156,28,1.91,378.6,17.61,69,"<Group(symbol=VIIIB, name=)>",430.1,57.142857142857146,3.52,58,1726.0,115.0,30,4,737.0,28,2.5,0.443,90.9,197.0,2,8,120.0,342.0,31.998,90.19,126.0,1.149,10.6,1.4611135,16,3.44,3.4099,0.22259,194,"<Group(symbol=VIA, name=Chalcogens)>",498.458,276.4,13.66,32,54.8,,16,2,970.4,16,-2.0,0.92,0.027,304.0
mp-8672,[40262],['Lanthanum palladium oxide (2/1/4)'],"{'functional': 'PBE', 'labels': ['La', 'Pd', 'O'], 'pot_type': 'paw'}",La2PdO4,"['La', 'Pd', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mmm', 'number': 139, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2'}","Full Formula (La2 Pd1 O4)
Reduced Formula: La2PdO4
abc   :   6.948994   6.948994   6.948994
angles: 145.710732 145.710732  49.276623
Sites (7)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  La    0.651532  0.651532  0      -0
  1  La    0.348468  0.348468  0      -0
  2  Pd    0         0         0       0.018
  3  O     0.75      0.25      0.5     0
  4  O     0.25      0.75      0.5     0
  5  O     0.5       0         0.5     0.009
  6  O     0         0.5       0.5     0.004",-52.97376847,-7.567681210000001,-2.98257549,-7.567681210000001,0.05460594937500307,7.02051409975139,0.0,0.0366378,oxide,solid state,-1,57,390.0,568.0,277.81094,3730.0,360.0,6.15,430.0,0.47,114,1.1,402.0,8.5,64,"<Group(symbol=IIIB, name=)>",862.0,237.9333333333333,7.5,278,1194.0,338.0,164,6,2026.0,114,3.0,Nonmetals,0.197,13.4,486.00000000000006,3,46,140.0,215.0,106.42,3413.0,120.0,12.02,26.14,0.562,46,2.2,372.4,17.24,65,"<Group(symbol=VIIIB, name=)>",376.6,69.3,3.89,106,1825.0,128.0,60,5,696.0,46,3.0,0.244,71.8,210.0,2,8,240.0,684.0,63.996,90.19,252.0,1.149,21.2,1.4611135,32,3.44,3.4099,0.22259,388,"<Group(symbol=VIA, name=Chalcogens)>",996.916,552.8,27.32,64,54.8,,32,2,1940.8,32,-2.0,0.92,0.027,608.0
mp-8818,[69049],['Dicalcium zinc nitride'],"{'functional': 'PBE', 'labels': ['Ca_sv', 'Zn', 'N'], 'pot_type': 'paw'}",Ca2ZnN2,"['Ca', 'Zn', 'N']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mmm', 'number': 139, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2'}","Full Formula (Ca2 Zn1 N2)
Reduced Formula: Ca2ZnN2
abc   :   6.807623   6.807623   6.807623
angles: 149.335098 149.335098  43.918291
Sites (5)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Ca    0.663449  0.663449    0         0
  1  Ca    0.336551  0.336551    0         0
  2  Zn    0         0           0        -0
  3  N     0.853699  0.853699    0        -0
  4  N     0.146301  0.146301    0        -0",-25.46928681,-5.093857362,-0.8494707179999998,-5.093857362,0.0,3.5222574535297544,0.77,0.0001451,None,solid state,-1,20,360.0,540.0,80.156,1757.0,342.0,1.55,321.6,0.02455,40,1.0,153.6,9.2,32,"<Group(symbol=IIA, name=Alkaline earths)>",355.6,231.0,11.16,80,1112.0,348.0,40,4,,40,2.0,Nonmetals,0.653,,462.0,-1,30,135.0,222.00000000000003,65.38,1180.0,118.0,7.133,38.67,,30,1.65,114.8,7.28,74,"<Group(symbol=IIB, name=)>",130.4,73.0,2.66,64,692.73,121.0,34,4,608.6,30,2.0,0.388,116.0,200.99999999999997,2,7,130.0,358.0,28.014,77.4,142.0,0.808,14.8,-1.4,14,3.04,,,176,"<Group(symbol=VA, name=Pnictogens)>",944.88,82.3,8.078,28,63.29,,14,2,684.4,14,1.125,,0.026,310.0
mp-8830,[66280],['Sodium rhodate'],"{'functional': 'PBE', 'labels': ['Na_pv', 'Rh_pv', 'O'], 'pot_type': 'paw'}",NaRhO2,"['Na', 'Rh', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}","Full Formula (Na1 Rh1 O2)
Reduced Formula: NaRhO2
abc   :   5.491188   5.491188   5.491189
angles:  33.568748  33.568748  33.568744
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0         0         0               -0
  1  Rh    0.5       0.5       0.5             -0
  2  O     0.767097  0.767097  0.767097         0
  3  O     0.232903  0.232903  0.232903         0",-23.06460628,-5.76615157,-1.4639627766379304,-5.76615157,0.0,5.814512760596386,1.3153000000000006,5.84e-05,oxide,solid state,1,11,180.0,225.0,22.98976928,1156.1,155.0,0.971,162.7,0.547926,11,0.93,97.9,2.64,11,"<Group(symbol=IA, name=Alkali metals)>",107.5,113.42857142857143,4.23,23,370.96,157.0,12,3,,11,1.0,Nonmetals,1.222,142.0,227.0,1,45,135.0,233.0,102.9055,4000.0,125.0,12.41,66.0,1.137,45,2.28,494.0,21.8,63,"<Group(symbol=VIIIB, name=)>",556.0,60.5,3.8,103,2239.0,125.0,58,5,768.0,45,3.0,0.244,150.0,210.0,2,8,120.0,342.0,31.998,90.19,126.0,1.149,10.6,1.4611135,16,3.44,3.4099,0.22259,194,"<Group(symbol=VIA, name=Chalcogens)>",498.458,276.4,13.66,32,54.8,,16,2,970.4,16,-2.0,0.92,0.027,304.0
mp-8836,[69563],['Calcium pentafluoroaluminate - alpha'],"{'functional': 'PBE', 'labels': ['Ca_sv', 'Al', 'F'], 'pot_type': 'paw'}",CaAlF5,"['Al', 'Ca', 'F']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}","Full Formula (Ca2 Al2 F10)
Reduced Formula: CaAlF5
abc   :   5.450502   5.450502   7.439763
angles:  69.980097  69.980097  71.993845
Sites (14)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.541504  0.458496  0.25             0
  1  Ca    0.458496  0.541504  0.75             0
  2  Al    0         0         0.5             -0
  3  Al    0         0         0               -0
  4  F     0.760768  0.794971  0.613568        -0
  5  F     0.205029  0.239232  0.886432        -0
  6  F     0.239232  0.205029  0.386432        -0
  7  F     0.794971  0.760768  0.113568        -0
  8  F     0.05802   0.94198   0.75            -0
  9  F     0.94198   0.05802   0.25            -0
 10  F     0.294682  0.727498  0.026064        -0
 11  F     0.272502  0.705318  0.473936         0
 12  F     0.705318  0.272502  0.973936        -0
 13  F     0.727498  0.294682  0.526064         0",-82.49662745,-5.892616246428572,-4.035677596785716,-5.892616246428572,0.0,2.8258659292426245,7.1538,2.5e-07,None,solid state,-1,20,180.0,270.0,40.078,1757.0,171.0,1.55,160.8,0.02455,20,1.0,153.6,9.2,16,"<Group(symbol=IIA, name=Alkaline earths)>",177.8,115.5,5.58,40,1112.0,174.0,20,4,,20,2.0,Halogens,0.653,,231.0,2,13,125.0,239.0,26.9815385,2740.0,126.0,2.6989,57.8,0.43283,13,1.61,284.1,10.75,78,"<Group(symbol=IIIA, name=Boron group)>",330.9,46.833333333333336,4.05,27,933.5,125.0,14,3,,13,3.0,0.9,237.0,184.0,2,9,250.0,815.0,94.992015815,85.01,320.0,1.108,18.700000000000003,3.4011897000000006,45,3.98,6.54,0.51,510,"<Group(symbol=VIIA, name=Halogens)>",396.67499999999995,530.5,,95,53.53,,50,2,1700.5,45,-1.0,,0.028,735.0
mp-8922,"[181929, 71028]","['Cadmium diantimonium hexaoxide', 'Cadmium diantimonate']","{'functional': 'PBE', 'labels': ['Cd', 'Sb', 'O'], 'pot_type': 'paw'}",Cd(SbO3)2,"['Cd', 'Sb', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-31m', 'number': 162, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2'}","Full Formula (Cd1 Sb2 O6)
Reduced Formula: Cd(SbO3)2
abc   :   5.326472   5.326472   4.925318
angles:  90.000000  90.000000 119.999999
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cd    0         0         0               -0
  1  Sb    0.333333  0.666667  0.5             -0
  2  Sb    0.666667  0.333333  0.5             -0
  3  O     0.366596  0.366596  0.723282        -0
  4  O     0.633404  0         0.723282        -0
  5  O     0         0.633404  0.723282        -0
  6  O     0.366596  0         0.276718        -0
  7  O     0         0.366596  0.276718        -0
  8  O     0.633404  0.633404  0.276718        -0",-51.36648446,-5.707387162222222,-1.846647354444445,-5.707387162222222,0.0,6.2011690736458664,1.4314,3.43e-05,oxide,solid state,-1,48,155.0,238.0,112.414,1038.0,136.0,8.65,46.0,,48,1.69,59.1,6.11,75,"<Group(symbol=IIB, name=)>",111.8,100.66666666666667,2.98,114,594.1,138.0,66,5,,48,2.0,Nonmetals,0.232,96.9,218.00000000000003,2,51,290.0,492.0,243.52,1908.0,280.0,6.691,86.0,1.046,102,2.05,195.2,20.08,182,"<Group(symbol=VA, name=Pnictogens)>",528.8,146.0,9.02,242,903.9,278.0,140,5,,102,1.6666666666666667,0.205,24.43,412.0,2,8,360.0,1026.0,95.994,90.19,378.0,1.149,31.799999999999997,1.4611135,48,3.44,3.4099,0.22259,582,"<Group(symbol=VIA, name=Chalcogens)>",1495.374,829.1999999999999,40.980000000000004,96,54.8,,48,2,2911.2,48,-2.0,0.92,0.027,912.0
mp-8979,[72569],['Indium tantalum oxide'],"{'functional': 'PBE', 'labels': ['Ta_pv', 'In_d', 'O'], 'pot_type': 'paw'}",TaInO4,"['In', 'O', 'Ta']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2/c', 'number': 13, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yc'}","Full Formula (Ta2 In2 O8)
Reduced Formula: TaInO4
abc   :   5.881887   4.888902   5.227747
angles:  88.678169  90.000000  90.000000
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ta    0.829039  0         0.25            -0
  1  Ta    0.170961  0         0.75            -0
  2  In    0.324411  0.5       0.25             0
  3  In    0.675589  0.5       0.75             0
  4  O     0.622347  0.740682  0.399792         0
  5  O     0.622347  0.259318  0.100208         0
  6  O     0.377653  0.259318  0.600208         0
  7  O     0.377653  0.740682  0.899792         0
  8  O     0.103602  0.78688   0.436088         0
  9  O     0.103602  0.21312   0.063912         0
 10  O     0.896398  0.21312   0.563912         0
 11  O     0.896398  0.78688   0.936088         0",-97.04879362,-8.087399468333333,-2.811848571666667,-8.087399468333333,0.0,7.950037389647976,3.5828,0.0006058,oxide,solid state,-1,73,145.0,258.0,180.94788,5698.0,146.0,16.654,74.0,0.322,73,1.5,758.0,24.7,52,"<Group(symbol=VB, name=)>",782.0,69.4,3.31,181,3269.0,134.0,108,6,,73,5.0,Nonmetals,0.14,57.5,222.00000000000003,2,49,155.0,246.0,114.818,2353.0,142.0,7.31,65.0,0.3,49,1.78,225.1,3.24,80,"<Group(symbol=IIIA, name=Boron group)>",243.0,78.0,4.59,115,429.32,142.0,66,5,,49,3.0,0.234,81.8,193.0,2,8,240.0,684.0,63.996,90.19,252.0,1.149,21.2,1.4611135,32,3.44,3.4099,0.22259,388,"<Group(symbol=VIA, name=Chalcogens)>",996.916,552.8,27.32,64,54.8,,32,2,1940.8,32,-2.0,0.92,0.027,608.0
mp-9126,[74540],['Strontium diantimonate'],"{'functional': 'PBE', 'labels': ['Sr_sv', 'Sb', 'O'], 'pot_type': 'paw'}",Sr(SbO3)2,"['O', 'Sb', 'Sr']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-31m', 'number': 162, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2'}","Full Formula (Sr1 Sb2 O6)
Reduced Formula: Sr(SbO3)2
abc   :   5.353514   5.353514   5.463474
angles:  90.000000  90.000000 119.999999
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sr    0         0         0               -0
  1  Sb    0.333333  0.666667  0.5              0
  2  Sb    0.666667  0.333333  0.5              0
  3  O     0.377194  0.377194  0.706086         0
  4  O     0.622806  0         0.706086         0
  5  O     0         0.622806  0.706086         0
  6  O     0.377194  0         0.293914         0
  7  O     0         0.377194  0.293914         0
  8  O     0.622806  0.622806  0.293914         0",-56.99260714,-6.332511904444444,-2.386593908518518,-6.332511904444444,0.0,5.230440839088431,2.8085,9.63e-05,oxide,solid state,-1,38,200.0,279.0,87.62,1657.0,185.0,2.54,197.2,0.048,38,0.95,144.0,9.2,15,"<Group(symbol=IIA, name=Alkaline earths)>",164.0,129.33333333333334,6.08,88,1042.0,191.0,50,5,,38,2.0,Nonmetals,0.301,,249.00000000000003,2,51,290.0,492.0,243.52,1908.0,280.0,6.691,86.0,1.046,102,2.05,195.2,20.08,182,"<Group(symbol=VA, name=Pnictogens)>",528.8,146.0,9.02,242,903.9,278.0,140,5,,102,1.6666666666666667,0.205,24.43,412.0,2,8,360.0,1026.0,95.994,90.19,378.0,1.149,31.799999999999997,1.4611135,48,3.44,3.4099,0.22259,582,"<Group(symbol=VIA, name=Chalcogens)>",1495.374,829.1999999999999,40.980000000000004,96,54.8,,48,2,2911.2,48,-2.0,0.92,0.027,912.0
mp-9127,[74541],['Barium diantimonate'],"{'functional': 'PBE', 'labels': ['Ba_sv', 'Sb', 'O'], 'pot_type': 'paw'}",Ba(SbO3)2,"['Ba', 'Sb', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-31m', 'number': 162, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2'}","Full Formula (Ba1 Sb2 O6)
Reduced Formula: Ba(SbO3)2
abc   :   5.391100   5.391100   5.871934
angles:  90.000000  90.000000 120.000005
Sites (9)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  Ba    0         0         0              -0
  1  Sb    0.666667  0.333333  0.5            -0
  2  Sb    0.333333  0.666667  0.5            -0
  3  O     0.386055  0.386055  0.69427         0
  4  O     0.613945  0         0.69427         0
  5  O     0         0.613945  0.69427         0
  6  O     0.386055  0         0.30573         0
  7  O     0         0.386055  0.30573         0
  8  O     0.613945  0.613945  0.30573         0",-57.13458619,-6.3482873544444445,-2.3768718722222224,-6.3482873544444445,0.0,5.3574516388291595,2.8755,0.0017118,oxide,solid state,-1,56,215.0,293.0,137.327,1910.0,196.0,3.5,272.0,0.14462,56,0.89,142.0,7.66,14,"<Group(symbol=IIA, name=Alkaline earths)>",179.1,147.42857142857142,5.02,138,1002.0,198.0,82,6,,56,2.0,Nonmetals,0.192,,268.0,2,51,290.0,492.0,243.52,1908.0,280.0,6.691,86.0,1.046,102,2.05,195.2,20.08,182,"<Group(symbol=VA, name=Pnictogens)>",528.8,146.0,9.02,242,903.9,278.0,140,5,,102,1.6666666666666667,0.205,24.43,412.0,2,8,360.0,1026.0,95.994,90.19,378.0,1.149,31.799999999999997,1.4611135,48,3.44,3.4099,0.22259,582,"<Group(symbol=VIA, name=Chalcogens)>",1495.374,829.1999999999999,40.980000000000004,96,54.8,,48,2,2911.2,48,-2.0,0.92,0.027,912.0
mp-9158,[74978],['Lithium copper(III) oxide'],"{'functional': 'PBE', 'labels': ['Li_sv', 'Cu_pv', 'O'], 'pot_type': 'paw'}",LiCuO2,"['Li', 'Cu', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}","Full Formula (Li1 Cu1 O2)
Reduced Formula: LiCuO2
abc   :   3.234301   3.234301   5.568507
angles:  64.006191  64.006191  50.029448
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0         0         0.5              0
  1  Cu    0         0         0                0
  2  O     0.416035  0.416035  0.253499         0
  3  O     0.583965  0.583965  0.746501         0",-20.33237719,-5.0830942975,-1.4505814108333328,-5.0830942975,0.0,4.35543287037612,0.3752,8e-07,oxide,solid state,1,3,145.0,220.00000000000003,6.94,1118.15,133.0,0.534,164.1125,0.618049,3,0.98,148.0,2.89,12,"<Group(symbol=IA, name=Alkali metals)>",159.3,75.66666666666667,3.49,7,553.69,123.0,4,2,,3,1.0,Nonmetals,3.489,84.8,182.0,1,29,135.0,217.0,63.546,2840.0,112.00000000000001,8.96,46.5,1.235,29,1.9,304.6,13.01,68,"<Group(symbol=IB, name=Coinage metals)>",337.4,61.125,3.61,63,1356.6,118.0,34,4,655.3,29,1.5,0.385,401.0,196.0,2,8,120.0,342.0,31.998,90.19,126.0,1.149,10.6,1.4611135,16,3.44,3.4099,0.22259,194,"<Group(symbol=VIA, name=Chalcogens)>",498.458,276.4,13.66,32,54.8,,16,2,970.4,16,-2.0,0.92,0.027,304.0
mp-9212,[79404],['Sodium aluminate'],"{'functional': 'PBE', 'labels': ['Na_pv', 'Al', 'O'], 'pot_type': 'paw'}",NaAlO2,"['Na', 'Al', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}","Full Formula (Na4 Al4 O8)
Reduced Formula: NaAlO2
abc   :   5.285760   5.464678   7.063308
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0.485136  0.430159  0.122711        -0
  1  Na    0.985136  0.069841  0.622711        -0
  2  Na    0.985136  0.569841  0.877289        -0
  3  Na    0.485136  0.930159  0.377289        -0
  4  Al    0.000447  0.561007  0.374106        -0
  5  Al    0.500447  0.438993  0.625894        -0
  6  Al    0.500447  0.938993  0.874106        -0
  7  Al    0.000447  0.061007  0.125894        -0
  8  O     0.929307  0.874519  0.326389         0
  9  O     0.429307  0.125481  0.673611         0
 10  O     0.429307  0.625481  0.826389         0
 11  O     0.929307  0.374519  0.173611         0
 12  O     0.32951   0.532795  0.422448         0
 13  O     0.32951   0.032795  0.077552         0
 14  O     0.82951   0.967205  0.922448         0
 15  O     0.82951   0.467205  0.577552         0",-101.30362379,-6.331476486875,-2.933970703512931,-6.331476486875,0.0,2.668605853362865,3.8148999999999997,6.9175e-05,oxide,solid state,1,11,180.0,225.0,22.98976928,1156.1,155.0,0.971,162.7,0.547926,11,0.93,97.9,2.64,11,"<Group(symbol=IA, name=Alkali metals)>",107.5,113.42857142857143,4.23,23,370.96,157.0,12,3,,11,1.0,Nonmetals,1.222,142.0,227.0,2,13,125.0,239.0,26.9815385,2740.0,126.0,2.6989,57.8,0.43283,13,1.61,284.1,10.75,78,"<Group(symbol=IIIA, name=Boron group)>",330.9,46.833333333333336,4.05,27,933.5,125.0,14,3,,13,3.0,0.9,237.0,184.0,2,8,120.0,342.0,31.998,90.19,126.0,1.149,10.6,1.4611135,16,3.44,3.4099,0.22259,194,"<Group(symbol=VIA, name=Chalcogens)>",498.458,276.4,13.66,32,54.8,,16,2,970.4,16,-2.0,0.92,0.027,304.0
